timestamp;mode;seq;payload_tx_hex;payload_rx_hex;match;attempts;timeout;retries;rssi;snr;rtt_ms;freq_tx_hz;freq_rx_hz;port;baudrate
2025-12-12 13:07:43;TX;0;0100000050840000000000000000FF11400216;20000000419C0000000101000100;0;3;5.0;2;-34.0;6.0;5611.2;903000000;904000000;COM6;115200
2025-12-12 13:08:00;TX;1;0100000050840000000000000000FF11400216;20000000419C0000000101000100;0;1;5.0;2;-39.0;7.0;5711.0;903000000;904000000;COM6;115200
2025-12-12 13:09:15;TX;2;0100000050840000000000000000FF11400216;20000000419C0000000101000100;0;1;5.0;2;-36.0;6.0;5613.8;903000000;904000000;COM6;115200
2025-12-12 13:09:30;TX;3;0100000050840000000000000000FF11400216;20000000419C0000000101000100;0;1;5.0;2;-40.0;6.0;5618.1;903000000;904000000;COM6;115200
